,from_id,to_id,travel_time
1863,930,arts_quad,29.0
1864,930,eng_quad,31.0
1865,930,ag_quad,36.0
1866,932,arts_quad,29.0
1867,932,eng_quad,31.0
1868,932,ag_quad,36.0
1869,933,arts_quad,32.0
1870,933,eng_quad,32.0
1871,933,ag_quad,39.0
1872,934,arts_quad,31.0
1873,934,eng_quad,32.0
1874,934,ag_quad,38.0
1875,940,arts_quad,37.0
1876,940,eng_quad,36.0
1877,940,ag_quad,43.0
1878,941,arts_quad,36.0
1879,941,eng_quad,35.0
1880,941,ag_quad,42.0
1881,946,arts_quad,40.0
1882,946,eng_quad,40.0
1883,946,ag_quad,46.0
1884,953,arts_quad,28.0
1885,953,eng_quad,30.0
1886,953,ag_quad,35.0
1887,954,arts_quad,28.0
1888,954,eng_quad,30.0
1889,954,ag_quad,35.0
1890,996,arts_quad,36.0
1891,996,eng_quad,33.0
1892,996,ag_quad,41.0
1893,997,arts_quad,37.0
1894,997,eng_quad,35.0
1895,997,ag_quad,42.0
1896,998,arts_quad,37.0
1897,998,eng_quad,34.0
1898,998,ag_quad,42.0
